0.773584906,0.773584906,0.779874214,0.779874214,0.779874214,0.779874214,0.779874214,0.779874214,0.779874214,0.779874214,0.786163522,0.79245283,0.786163522,0.786163522,0.779874214,0.773584906,0.79245283,0.735849057,0.685534591,0.685534591
0.754716981,0.754716981,0.748427673,0.761006289,0.773584906,0.773584906,0.773584906,0.773584906,0.767295597,0.761006289,0.761006289,0.761006289,0.754716981,0.754716981,0.754716981,0.767295597,0.729559748,0.716981132,0.672955975,0.647798742
0.691823899,0.691823899,0.691823899,0.691823899,0.691823899,0.691823899,0.691823899,0.685534591,0.704402516,0.691823899,0.685534591,0.685534591,0.679245283,0.672955975,0.679245283,0.65408805,0.666666667,0.641509434,0.641509434,0.660377358
0.710691824,0.710691824,0.710691824,0.710691824,0.710691824,0.72327044,0.716981132,0.72327044,0.72327044,0.72327044,0.72327044,0.729559748,0.729559748,0.729559748,0.729559748,0.72327044,0.716981132,0.716981132,0.672955975,0.65408805
0.773584906,0.773584906,0.779874214,0.773584906,0.773584906,0.773584906,0.767295597,0.767295597,0.767295597,0.767295597,0.761006289,0.754716981,0.754716981,0.761006289,0.761006289,0.754716981,0.761006289,0.72327044,0.666666667,0.666666667
0.754716981,0.754716981,0.754716981,0.761006289,0.761006289,0.761006289,0.767295597,0.767295597,0.767295597,0.761006289,0.779874214,0.761006289,0.767295597,0.767295597,0.748427673,0.748427673,0.729559748,0.710691824,0.685534591,0.672955975
0.685534591,0.685534591,0.685534591,0.685534591,0.685534591,0.685534591,0.679245283,0.679245283,0.691823899,0.698113208,0.698113208,0.698113208,0.710691824,0.710691824,0.710691824,0.72327044,0.704402516,0.685534591,0.685534591,0.679245283
0.735849057,0.735849057,0.735849057,0.735849057,0.735849057,0.748427673,0.748427673,0.742138365,0.748427673,0.748427673,0.748427673,0.748427673,0.748427673,0.735849057,0.735849057,0.72327044,0.72327044,0.666666667,0.647798742,0.628930818
0.767295597,0.767295597,0.767295597,0.767295597,0.754716981,0.761006289,0.767295597,0.767295597,0.748427673,0.773584906,0.786163522,0.773584906,0.761006289,0.779874214,0.779874214,0.798742138,0.779874214,0.742138365,0.635220126,0.635220126
0.742138365,0.742138365,0.742138365,0.742138365,0.742138365,0.754716981,0.754716981,0.761006289,0.761006289,0.742138365,0.742138365,0.748427673,0.72327044,0.729559748,0.742138365,0.735849057,0.735849057,0.72327044,0.591194969,0.597484277
